камбала жареная;;16.80;;15.10;;4.70;;223.00;;0.00
камбала отварная;;18.30;;3.30;;0.00;;103.00;;0.00
камбала свежая;;16.50;;1.80;;0.00;;83.00;;0.00
кани гуриру;;7.00;;11.60;;17.20;;201.00;;0.00
кани муни;;6.10;;5.80;;11.00;;121.00;;0.00
каперсы;;0.80;;0.10;;2.60;;14.00;;0.00
каперсы консервированные;;2.40;;0.90;;1.70;;24.00;;0.00
капуста белокочанная;;1.80;;0.10;;6.80;;27.00;;0.00
капуста белокочанная жареная;;1.80;;2.80;;4.20;;49.00;;0.00
капуста брокколи;;3.00;;0.40;;5.20;;28.00;;0.00
капуста брокколи вареная;;3.00;;0.40;;4.00;;27.00;;0.00
капуста брокколи замороженная;;2.70;;0.40;;4.70;;24.00;;0.00
капуста брюссельская;;4.80;;0.00;;8.00;;43.00;;0.00
капуста брюссельская замороженная;;4.50;;0.50;;8.40;;36.00;;0.00
капуста квашеная;;1.80;;0.10;;4.40;;19.00;;0.00
капуста кольраби;;2.80;;0.00;;10.70;;42.00;;0.00
капуста краснокочанная;;0.80;;0.00;;7.60;;24.00;;0.00
капуста пекинская;;1.20;;0.20;;3.20;;12.00;;0.00
капуста романеско;;2.90;;0.50;;2.20;;25.00;;0.00
капуста цветная;;2.50;;0.30;;5.40;;30.00;;0.00
капуста цветная вареная;;1.80;;0.30;;4.00;;29.00;;0.00
капуста цветная жареная;;3.00;;10.00;;5.70;;120.00;;0.00
каравай праздничный;;7.70;;6.30;;45.90;;276.00;;0.00
карамбола;;1.00;;0.00;;7.00;;31.00;;0.00
карамель леденцовая;;0.00;;0.10;;96.20;;362.00;;0.00
карамель леденцовая tunes с ароматом ментола и мяты;;0.00;;1.80;;95.80;;398.00;;0.00
карамель с ликером;;0.00;;0.10;;92.60;;358.00;;0.00
карамель фруктовая;;0.10;;0.10;;92.20;;357.00;;0.00
карамель шоколадно-ореховая;;1.80;;9.20;;86.80;;420.00;;0.00
караса кани;;10.10;;1.00;;9.00;;85.00;;0.00
карась отварной;;20.70;;2.10;;0.00;;102.00;;0.00
карась свежий;;17.70;;1.80;;0.00;;87.00;;0.00
карбонад варено-копченый;;16.00;;8.00;;0.00;;135.00;;0.00
кардамон;;10.80;;6.70;;68.50;;311.00;;0.00
карп жареный;;18.30;;11.60;;4.50;;196.00;;0.00
карп отварной;;16.00;;3.70;;2.00;;102.00;;0.00
карп свежий;;16.00;;5.30;;0.00;;112.00;;0.00
карри;;12.70;;13.80;;25.00;;352.00;;0.00
картофель;;2.00;;0.40;;18.10;;80.00;;0.00
картофель вареный;;2.00;;0.40;;16.70;;82.00;;0.00
картофель жареный;;2.80;;9.50;;23.40;;192.00;;0.00
картофель молодой;;2.40;;0.40;;12.40;;61.00;;0.00
картофель по-деревенски;;5.00;;16.00;;38.00;;315.00;;0.00
картофель сладкий (батат);;2.00;;0.00;;14.60;;61.00;;0.00
картофель сушеный;;6.60;;0.30;;71.60;;298.00;;0.00
картофель фри (большая порция);;8.00;;26.00;;66.00;;505.00;;0.00
картофель фри (маленькая порция);;3.00;;12.00;;29.00;;235.00;;0.00
картофель фри (стандартная порция);;5.00;;17.00;;42.00;;340.00;;0.00
катык 0.1%;;2.80;;0.10;;4.20;;28.00;;0.00
катык 3.2%;;2.80;;3.20;;4.20;;56.00;;0.00
катык 6%;;2.80;;6.00;;3.60;;80.00;;0.00
каша 3 злака nestle молочная с яблоком и грушей;;14.00;;10.00;;67.50;;416.00;;0.00
каша 4-х зерновая myllyn paras;;11.40;;2.80;;61.10;;320.00;;0.00
каша 5 злаков nestle молочная с яблоком и бананом;;14.00;;10.00;;68.00;;418.00;;0.00
каштан жареный;;3.20;;2.20;;33.80;;182.00;;0.00
каштан свежий;;3.40;;3.00;;30.60;;166.00;;0.00
квас очаковский;;0.00;;0.00;;5.50;;30.00;;0.00
квас хлебный;;0.20;;0.00;;5.20;;27.00;;0.00
кедровые орехи;;11.60;;61.00;;19.30;;673.00;;0.00
кедровые орехи (жмых);;31.00;;19.00;;33.00;;432.00;;0.00
кекс с изюмом;;6.40;;17.60;;53.60;;384.00;;0.00
кекс уфимский;;6.50;;11.00;;43.20;;295.00;;0.00
кета свежая;;22.00;;5.60;;0.00;;138.00;;0.00
кета соленая;;24.30;;9.60;;0.00;;184.00;;0.00
кетчуп;;1.80;;1.00;;22.20;;93.00;;0.00
кефаль отварная;;19.00;;4.30;;0.00;;115.00;;0.00
кефаль свежая;;21.00;;0.40;;0.00;;124.00;;0.00
кефир 0%;;3.00;;0.00;;3.80;;30.00;;0.00
кефир 1%;;2.80;;1.00;;4.00;;40.00;;0.00
кефир 1.5%;;3.30;;1.50;;3.60;;41.00;;0.00
кефир 2%;;3.40;;2.00;;4.70;;51.00;;0.00
кефир 2.5%;;2.80;;2.50;;3.90;;50.00;;0.00
кефир 3.2%;;2.80;;3.20;;4.10;;56.00;;0.00
кешью;;25.70;;54.10;;13.20;;643.00;;0.00
кешью жареный;;17.50;;42.20;;30.50;;572.00;;0.00
киви;;1.00;;0.60;;10.30;;48.00;;0.00
кизил;;1.00;;0.00;;10.50;;44.00;;0.00
килька балтийская;;14.10;;9.00;;0.00;;137.00;;0.00
килька горячего копчения;;21.30;;8.50;;0.00;;162.00;;0.00
килька каспийская;;18.50;;13.10;;0.00;;191.00;;0.00
килька обжаренная в томатном соусе;;14.00;;12.00;;4.50;;182.00;;0.00
килька пряного посола;;14.80;;10.50;;0.00;;154.00;;0.00
килька соленая;;17.10;;7.60;;0.00;;137.00;;0.00
кимучи;;1.40;;0.70;;8.40;;45.00;;0.00
кинза сушеная молотая;;3.00;;0.00;;54.50;;216.00;;0.00
кинси маки;;8.50;;18.00;;2.40;;210.00;;0.00
кисель из вишневого сока;;0.20;;0.00;;18.90;;78.00;;0.00
кисель из клюквы;;0.00;;0.00;;13.00;;53.00;;0.00
кисель из кураги;;0.40;;0.00;;12.90;;54.00;;0.00
кисель из сливового варенья;;0.10;;0.00;;15.50;;63.00;;0.00
кисель из сушеных яблок;;0.10;;0.00;;16.30;;66.00;;0.00
кисель из яблок;;0.10;;0.10;;23.70;;97.00;;0.00
кислородный коктейль экотейль;;7.00;;0.00;;83.00;;360.00;;0.00
китовое мясо;;22.50;;3.20;;0.00;;119.00;;0.00
клетчатка сибирская;;0.50;;0.50;;4.00;;40.00;;0.00
клубника;;0.60;;0.40;;7.00;;30.00;;0.00
клыкач;;14.40;;16.10;;0.00;;202.00;;0.00
клюква;;0.50;;0.00;;6.80;;26.00;;0.00
княженика;;0.00;;0.00;;7.00;;26.00;;0.00
козинак арахисовый;;14.30;;25.10;;52.50;;485.00;;0.00
козинак кунжутный;;12.10;;28.90;;52.40;;510.00;;0.00
козинак подсолнечный;;14.80;;42.60;;34.50;;576.00;;0.00
кокосовая стружка;;13.00;;65.00;;14.00;;592.00;;0.00
кокосовый орех;;3.40;;33.50;;6.20;;354.00;;0.00
коктейль ванильный;;10.00;;10.00;;68.00;;400.00;;0.00
коктейль из морепродуктов в масле;;9.30;;31.00;;1.00;;319.00;;0.00
коктейль из морепродуктов в рассоле;;10.00;;1.50;;1.30;;59.00;;0.00
коктейль клубничный;;10.00;;10.00;;70.00;;410.00;;0.00
коктейль морской в масле;;29.80;;4.30;;3.50;;172.00;;0.00
коктейль орехи и сухофрукты;;11.20;;27.90;;46.60;;483.00;;0.00
коктейль шоколадный;;11.00;;10.00;;67.00;;400.00;;0.00
кола;;0.00;;0.00;;10.40;;42.00;;0.00
кола лайт;;0.00;;0.00;;0.00;;0.00;;0.00
колбаса вареная диетическая;;12.10;;13.50;;0.00;;170.00;;0.00
колбаса вареная докторская;;12.80;;22.20;;1.50;;257.00;;0.00
колбаса вареная любительская;;12.20;;28.00;;0.00;;301.00;;0.00
колбаса вареная молочная;;11.70;;22.80;;0.00;;252.00;;0.00
колбаса вареная московская;;11.50;;21.80;;2.00;;250.00;;0.00
колбаса вареная русская;;11.80;;28.90;;0.00;;302.00;;0.00
колбаса вареная свиная;;10.20;;25.10;;1.90;;274.00;;0.00
колбаса вареная столичная;;15.10;;28.70;;0.00;;319.00;;0.00
колбаса вареная столовая;;11.10;;20.20;;1.90;;234.00;;0.00
колбаса вареная чайная;;11.70;;18.40;;1.90;;216.00;;0.00
колбаса варено-копченая куриная жареная;;19.70;;17.40;;1.70;;371.00;;0.00
колбаса варено-копченая сервелат боярский;;14.00;;21.00;;0.00;;269.00;;0.00
колбаса варено-копченая сервелат российский;;13.00;;39.00;;1.00;;410.00;;0.00
колбаса полукопченая закусочная;;15.00;;33.00;;2.30;;366.00;;0.00
колбаса полукопченая краковская;;16.20;;44.60;;0.00;;466.00;;0.00
колбаса полукопченая любительская;;17.30;;39.00;;0.00;;420.00;;0.00
колбаса полукопченая минская;;17.40;;23.00;;2.70;;287.00;;0.00
колбаса полукопченая московская;;19.10;;36.60;;0.00;;406.00;;0.00
колбаса полукопченая одесская;;14.80;;38.10;;0.00;;402.00;;0.00
колбаса полукопченая полтавская;;16.40;;39.00;;0.00;;417.00;;0.00
колбаса полукопченая салями любительская;;12.00;;50.00;;0.00;;498.00;;0.00
колбаса полукопченая сервелат;;16.10;;40.10;;0.00;;425.00;;0.00
колбаса полукопченая таллиннская;;17.10;;33.80;;0.00;;373.00;;0.00
колбаса полукопченая украинская;;16.50;;34.40;;0.00;;376.00;;0.00
колбаса сырокопченая зернистая;;9.90;;63.20;;0.00;;608.00;;0.00
колбаса сырокопченая любительская;;20.90;;47.80;;0.00;;514.00;;0.00
колбаса сырокопченая московская;;24.80;;41.50;;0.00;;473.00;;0.00
колбаса сырокопченая свиная;;13.00;;57.30;;0.00;;568.00;;0.00
колбаса сырокопченая сервелат;;24.00;;40.50;;0.00;;461.00;;0.00
колбаса сырокопченая столичная;;24.00;;43.40;;0.00;;487.00;;0.00
колбаски охотничьи;;27.40;;24.30;;0.00;;326.00;;0.00
колбаски охотничьи дымов;;25.70;;40.00;;0.00;;463.00;;0.00
компот из сухофруктов без сахара;;0.80;;0.00;;14.20;;60.00;;0.00
конвертик слоеный;;6.50;;8.10;;53.40;;313.00;;0.00
конина;;20.20;;7.00;;0.00;;187.00;;0.00
конина вареная;;30.80;;13.00;;0.00;;240.00;;0.00
конина жареная;;34.30;;17.40;;0.00;;293.00;;0.00
конина тушеная;;25.00;;12.70;;0.00;;214.00;;0.00
конфеты ferrero rocher;;8.80;;41.30;;43.20;;580.00;;0.00
конфеты raffaello;;9.30;;47.80;;38.80;;623.00;;0.00
конфеты rondo с ароматом мяты;;0.60;;0.00;;98.40;;405.00;;0.00
конфеты батончики рот-фронт;;10.70;;29.50;;53.20;;514.00;;0.00
конфеты визит;;9.00;;35.00;;51.00;;549.00;;0.00
конфеты грильяжные;;5.30;;26.90;;65.60;;523.00;;0.00
конфеты коровка сливочная;;2.70;;4.40;;82.40;;351.00;;0.00
конфеты кремовые;;7.50;;31.80;;55.80;;523.00;;0.00
конфеты молочные;;2.70;;4.30;;82.30;;364.00;;0.00
конфеты помадные;;2.20;;4.60;;83.60;;369.00;;0.00
конфеты фруктовые;;1.60;;8.60;;75.80;;369.00;;0.00
конфеты шоколадные;;4.00;;39.50;;54.20;;569.00;;0.00
коньяк;;0.00;;0.00;;0.10;;239.00;;0.00
корейка;;13.70;;36.50;;0.00;;384.00;;0.00
корейка копчено-запеченная;;10.20;;48.20;;0.00;;475.00;;0.00
корейка свиная б/к;;17.00;;25.00;;0.00;;301.00;;0.00
корейка сырокопченая;;10.50;;47.40;;0.00;;469.00;;0.00
кориандр;;1.50;;0.00;;5.00;;25.00;;0.00
корица;;3.90;;3.20;;79.80;;261.00;;0.00
коричневая фасоль со сладким перцем в соусе кайен;;2.60;;0.40;;7.60;;44.00;;0.00
корнишоны маринованные 3-6 см;;1.00;;0.20;;3.50;;20.00;;0.00
корюшка;;15.40;;4.50;;0.00;;102.00;;0.00
котлеты из баранины отбивные;;20.60;;30.60;;9.10;;394.00;;0.00
котлеты из баранины рубленые;;13.60;;14.80;;12.90;;240.00;;0.00
котлеты из говядины;;18.00;;20.00;;0.00;;260.00;;0.00
котлеты из говядины рубленые;;14.20;;11.40;;13.00;;213.00;;0.00
котлеты из индейки;;18.60;;12.20;;8.70;;220.00;;0.00
котлеты из курицы;;18.20;;10.40;;13.80;;222.00;;0.00
котлеты из мяса цыплят рубленые;;15.20;;13.60;;13.50;;238.00;;0.00
котлеты из свинины отбивные;;17.50;;40.30;;8.80;;470.00;;0.00
котлеты из свинины рубленые;;13.60;;45.70;;0.00;;466.00;;0.00
котлеты из свинины сырые;;27.30;;13.40;;0.00;;238.00;;0.00
котлеты из телятины;;23.00;;31.00;;0.00;;375.00;;0.00
котлеты из трески;;12.60;;5.90;;15.00;;164.00;;0.00
кофе maxwell house гранулированный сухой;;14.60;;0.00;;10.30;;100.00;;0.00
кофе maxwell house растворимый сухой;;14.60;;0.00;;10.30;;100.00;;0.00
кофе без сахара;;0.20;;0.00;;0.30;;2.00;;0.00
кофе жареный в зернах сухой;;13.90;;14.40;;15.60;;223.00;;0.00
кофе президент молотый сухой;;13.90;;14.40;;2.80;;218.00;;0.00
кофе растворимый сухой;;15.00;;3.50;;0.00;;94.00;;0.00
кофе с молоком;;0.70;;1.00;;11.20;;58.00;;0.00
кофе со сгущенным молоком;;0.70;;0.90;;10.90;;55.00;;0.00
кофе со сгущенным молоком и сахаром;;8.40;;8.60;;53.00;;324.00;;0.00
кофе чибо растворимый сухой;;18.10;;0.70;;46.30;;264.00;;0.00
кофейный напиток;;6.00;;4.80;;71.20;;337.00;;0.00
кофейный напиток icafe iced french vanilla coffe;;1.00;;1.20;;7.10;;43.00;;0.00
кофейный напиток icafe iced mocha;;1.20;;1.20;;9.20;;52.00;;0.00
кофейный напиток nescafé xpress choko latte;;1.40;;1.20;;8.30;;52.00;;0.00
кофейный напиток nescafé xpress vanilla;;1.40;;1.30;;8.30;;51.00;;0.00
крабовое мясо;;6.00;;1.00;;10.00;;73.00;;0.00
крабовое мясо мирамар;;15.40;;6.90;;4.00;;140.00;;0.00
крабовое мясо санта бремор;;4.90;;1.70;;12.30;;84.00;;0.00
крабовые палочки;;6.00;;1.00;;10.00;;73.00;;0.00
крабовые палочки vici сочные;;6.00;;1.00;;10.00;;73.00;;0.00
крабовые палочки меридиан снежный краб;;15.40;;6.90;;4.00;;140.00;;0.00
крабовые палочки мирамар;;15.40;;6.90;;4.00;;140.00;;0.00
крабовые палочки санта бремор снежный краб;;8.90;;1.00;;6.30;;70.00;;0.00
крабы консервированные;;18.70;;1.10;;0.10;;85.00;;0.00
крабы отварные;;16.00;;3.60;;0.00;;96.00;;0.00
крапива;;2.60;;0.30;;5.20;;33.00;;0.00
красная фасоль в соусе чили;;5.50;;3.00;;19.00;;125.00;;0.00
красная фасоль консервированная;;6.70;;0.30;;17.40;;99.00;;0.00
красная фасоль с кукурузой в мексиканском соусе;;4.60;;3.10;;18.30;;120.00;;0.00
красноглазка;;21.90;;4.20;;0.00;;125.00;;0.00
красноперка;;18.30;;3.00;;0.00;;100.00;;0.00
крахмал картофельный;;0.10;;0.00;;79.60;;300.00;;0.00
крахмал кукурузный;;1.00;;0.60;;85.20;;329.00;;0.00
креветки консервированные;;17.80;;1.10;;0.00;;81.00;;0.00
креветки отварные;;18.90;;2.20;;0.00;;95.00;;0.00
креветки очищенные замороженные;;14.00;;1.00;;0.00;;60.00;;0.00
креветки свежие;;22.00;;1.00;;0.00;;97.00;;0.00
крекер tuc original;;8.20;;23.00;;62.00;;490.00;;0.00
кресс-салат;;2.30;;0.10;;1.30;;11.00;;0.00
кровянка;;9.00;;19.50;;14.50;;274.00;;0.00
кролик;;21.00;;8.00;;0.00;;156.00;;0.00
кролик жареный;;25.00;;6.00;;0.00;;155.00;;0.00
круассан черемушки без начинки;;8.00;;28.80;;41.60;;461.00;;0.00
круассан черемушки с абрикосовой начинкой;;5.50;;19.70;;47.00;;390.00;;0.00
круассан черемушки с карамельной начинкой;;6.40;;21.20;;40.30;;379.00;;0.00
круассан черемушки с клубничной начинкой;;5.50;;19.70;;47.00;;390.00;;0.00
круассан черемушки с шоколадно-ореховой начинкой;;6.30;;28.30;;46.20;;465.00;;0.00
круассан черемушки со сливочной начинкой;;5.70;;28.50;;46.20;;467.00;;0.00
крыжовник;;0.70;;0.20;;12.00;;43.00;;0.00
ксилит;;0.00;;0.00;;97.90;;367.00;;0.00
кукуруза вареная;;4.10;;2.30;;22.50;;123.00;;0.00
кукуруза золотистая;;3.20;;1.00;;18.60;;96.00;;0.00
кукуруза сладкая в зернах;;3.30;;2.30;;14.70;;93.00;;0.00
кукуруза сладкая в зернах в вакуумной упаковке;;3.90;;1.30;;22.00;;115.00;;0.00
кукуруза сладкая в початках;;3.50;;2.80;;15.60;;101.00;;0.00
кукуруза сладкая консервированная;;3.90;;1.30;;22.70;;119.00;;0.00
кукурузная крупа;;8.30;;1.20;;75.00;;337.00;;0.00
кукурузные палочки;;8.30;;1.20;;75.00;;325.00;;0.00
кукурузные палочки сладкие;;4.70;;13.00;;82.90;;467.00;;0.00
кукурузные хлопья;;6.90;;2.50;;83.60;;363.00;;0.00
кулич пасхальный;;5.50;;15.80;;43.30;;331.00;;0.00
кумкват;;1.90;;0.90;;9.40;;71.00;;0.00
кумкват сушеный;;3.80;;0.00;;80.10;;284.00;;0.00
кумыс из кобыльего молока;;2.10;;1.90;;5.00;;50.00;;0.00
кумыс из коровьего молока;;3.00;;0.10;;6.30;;41.00;;0.00
кумыс из коровьего молока обезжиренный;;1.50;;0.10;;2.10;;15.00;;0.00
кунжут;;19.40;;48.70;;12.20;;565.00;;0.00
курага;;5.20;;0.30;;51.00;;215.00;;0.00
куриное филе-медальон мираторг;;13.30;;8.10;;15.50;;188.00;;0.00
куриный рулет;;16.00;;26.00;;0.00;;310.00;;0.00
куриный фарш;;17.40;;8.10;;0.00;;143.00;;0.00
куриный фарш жирный;;21.30;;11.00;;0.10;;185.00;;0.00
курица;;16.00;;14.00;;0.00;;190.00;;0.00
курица (грудка вареная);;29.80;;1.80;;0.50;;137.00;;0.00
курица (грудка копченая);;18.00;;5.00;;0.00;;117.00;;0.00
курица (грудка на пару);;23.60;;1.90;;0.00;;113.00;;0.00
курица (грудка);;21.50;;1.30;;0.00;;99.00;;0.00
курица (желудки);;18.20;;4.20;;0.60;;114.00;;0.00
курица (крылышки);;19.20;;12.20;;0.00;;186.00;;0.00
курица (окорочка копченые);;10.00;;20.00;;0.00;;220.00;;0.00
курица (окорочка);;16.80;;10.20;;0.00;;158.00;;0.00
курица (печень вареная);;25.90;;6.20;;2.00;;166.00;;0.00
курица (печень жареная);;30.80;;8.90;;2.00;;210.00;;0.00
курица (печень);;19.10;;6.30;;0.60;;136.00;;0.00
курица (сердце вареное);;20.00;;10.90;;1.10;;182.00;;0.00
курица (сердце);;15.80;;10.30;;0.80;;159.00;;0.00
курица (филе вареное);;30.40;;3.50;;0.00;;153.00;;0.00
курица (филе);;23.10;;1.20;;0.00;;110.00;;0.00
курица вареная;;25.20;;7.40;;0.00;;170.00;;0.00
курица жареная;;26.00;;12.00;;0.00;;210.00;;0.00
куркума;;12.70;;13.80;;58.20;;325.00;;0.00
куропатка жареная;;29.00;;8.00;;0.00;;250.00;;0.00
кус-кус приготовленный;;3.80;;0.20;;21.80;;112.00;;0.00
кус-кус сухой;;12.80;;0.60;;72.40;;376.00;;0.00
кэроб;;4.60;;0.70;;89.00;;222.00;;0.00
лаваш армянский;;7.90;;1.00;;47.60;;236.00;;0.00
лаваш кавказский;;8.10;;0.70;;57.10;;274.00;;0.00
лавровый лист;;7.60;;8.40;;48.70;;313.00;;0.00
лайм;;0.90;;0.10;;3.00;;16.00;;0.00
лангуст (мясо шеек);;17.50;;2.00;;0.00;;88.00;;0.00
лапша buitoni la rasagnole феттучине;;13.50;;4.00;;69.00;;370.00;;0.00
лапша buitoni тальятелле гнезда;;13.50;;4.00;;69.00;;370.00;;0.00
лапша buitoni феттучине гнезда;;11.50;;1.90;;71.80;;350.00;;0.00
лапша гречневая soba;;14.70;;0.90;;70.50;;348.00;;0.00
лапша домашняя;;12.00;;3.70;;60.10;;322.00;;0.00
лапша рисовая сэн сой;;7.00;;0.00;;79.00;;344.00;;0.00
лапша роллтон;;8.80;;20.70;;56.70;;448.00;;0.00
ледяная рыба;;17.70;;2.20;;0.00;;90.00;;0.00
лемонема;;15.90;;0.40;;0.00;;67.00;;0.00
лепешка ржаная;;8.00;;18.30;;44.20;;376.00;;0.00
лечо в томатном соусе замороженное;;1.30;;0.90;;5.40;;35.00;;0.00
лещ вяленый;;42.00;;5.90;;0.00;;221.00;;0.00
лещ горячего копчения;;32.80;;4.50;;0.00;;172.00;;0.00
лещ отварной;;20.90;;4.70;;0.00;;126.00;;0.00
лещ свежий;;17.10;;4.10;;0.00;;105.00;;0.00
лещ холодного копчения;;29.70;;4.60;;0.00;;160.00;;0.00
ликер baileys;;3.00;;13.00;;25.00;;327.00;;0.00
ликер don amaretto milano;;0.00;;0.00;;35.00;;280.00;;0.00
ликер sheridans;;1.40;;7.00;;39.00;;315.00;;0.00
лимон;;0.90;;0.10;;3.00;;16.00;;0.00
лимонад;;0.00;;0.00;;6.40;;26.00;;0.00
лимонад диетический;;0.00;;0.00;;0.00;;2.00;;0.00
лимонная кислота;;0.00;;0.00;;0.00;;0.00;;0.00
лимонник;;1.00;;0.00;;1.90;;11.00;;0.00
лимонный сок;;0.90;;0.10;;3.00;;16.00;;0.00
лисички свежие;;1.60;;1.10;;2.20;;20.00;;0.00
лисички сушеные;;22.30;;7.60;;24.20;;261.00;;0.00
личи;;0.80;;0.30;;14.40;;65.00;;0.00
лососевый фарш;;19.00;;6.00;;0.00;;130.00;;0.00
лосось копченый;;21.50;;8.40;;0.00;;162.00;;0.00
лосось королевский свежий;;20.30;;11.70;;0.00;;187.00;;0.00
лосось с гриля;;20.70;;22.30;;0.60;;283.00;;0.00
лосось свежий;;19.80;;6.30;;0.00;;142.00;;0.00
лосось соленый;;21.00;;20.50;;0.00;;269.00;;0.00
лосось соте;;21.10;;31.40;;4.10;;379.00;;0.00
лосятина;;21.40;;1.70;;0.00;;101.00;;0.00
лук зеленый;;1.30;;0.00;;4.60;;19.00;;0.00
лук порей;;2.00;;0.00;;8.20;;33.00;;0.00
лук репчатый;;1.40;;0.00;;10.40;;41.00;;0.00
лук репчатый сушеный;;8.40;;2.80;;42.60;;219.00;;0.00
лук-шалот;;2.50;;0.10;;16.80;;72.00;;0.00
льняная каша с кунжутом;;34.00;;14.00;;12.00;;312.00;;0.00
майонез calve легкий;;0.80;;25.00;;6.50;;254.00;;0.00
майонез calve экстра легкий;;1.00;;8.00;;10.00;;110.00;;0.00
майонез диетический;;1.40;;20.00;;4.40;;204.00;;0.00
майонез домашний;;5.30;;58.70;;4.50;;568.00;;0.00
майонез европейский;;1.40;;72.00;;2.60;;665.00;;0.00
майонез легкий;;0.30;;30.00;;5.20;;299.00;;0.00
майонез любительский;;3.10;;47.00;;3.00;;449.00;;0.00
майонез махеевъ провансаль;;0.60;;40.00;;1.80;;369.00;;0.00
майонез махеевъ салатный;;0.60;;25.00;;1.90;;235.00;;0.00
майонез провансаль;;3.10;;67.00;;2.60;;624.00;;0.00
майонез слобода на перепелиных яйцах;;0.00;;67.00;;2.20;;616.00;;0.00
майонез слобода оливковый;;3.00;;67.00;;2.80;;627.00;;0.00
майонез слобода провансаль;;3.00;;67.00;;2.80;;627.00;;0.00
майонез столовый молочный;;2.40;;67.00;;3.90;;627.00;;0.00
майоран;;12.70;;7.00;;60.60;;271.00;;0.00
мак;;17.50;;47.50;;2.00;;505.00;;0.00
макароны 1-го сорта;;10.70;;1.30;;68.40;;335.00;;0.00
макароны buitoni бантики трехцветные;;11.70;;1.70;;71.30;;347.00;;0.00
макароны buitoni каннелонни крупные;;11.50;;1.90;;71.80;;350.00;;0.00
макароны buitoni лазанья;;11.50;;1.90;;71.80;;350.00;;0.00
макароны buitoni спиральки трехцветные;;11.70;;1.70;;71.30;;347.00;;0.00
макароны вареные с жиром;;3.40;;5.00;;19.00;;135.00;;0.00
макароны высшего сорта;;10.40;;1.10;;69.70;;337.00;;0.00
макароны высшего сорта вареные;;3.50;;0.40;;23.20;;112.00;;0.00
макароны запеченные с яйцом;;4.60;;8.30;;14.80;;152.00;;0.00
макароны макфа;;10.40;;1.10;;71.50;;344.00;;0.00
макароны молочные;;11.50;;2.90;;67.10;;345.00;;0.00
макароны яичные;;11.30;;2.10;;68.00;;345.00;;0.00
маковник;;7.00;;23.60;;43.80;;412.00;;0.00
макрель;;20.70;;3.40;;0.00;;113.00;;0.00
макрурус;;13.20;;0.80;;0.00;;60.00;;0.00
малина;;0.80;;0.30;;14.10;;42.00;;0.00
манго;;0.50;;0.30;;11.50;;67.00;;0.00
мангольд;;1.80;;0.20;;3.70;;19.00;;0.00
мандарин;;0.80;;0.20;;7.50;;33.00;;0.00
мандариновый компот;;0.10;;0.00;;18.10;;69.00;;0.00
мандариновый сок;;0.80;;0.30;;8.10;;36.00;;0.00
манная каша на воде;;2.50;;0.20;;16.80;;80.00;;0.00
манная каша на молоке;;3.00;;3.20;;15.30;;98.00;;0.00
манная крупа;;10.30;;1.00;;73.30;;328.00;;0.00
манная крупа myllyn paras;;12.00;;2.00;;69.00;;348.00;;0.00
маракуйя;;2.40;;0.40;;13.40;;68.00;;0.00
маргарин низкокалорийный;;0.50;;60.00;;0.70;;545.00;;0.00
маргарин славянский;;0.30;;82.00;;0.10;;743.00;;0.00
маргарин сливочный;;0.50;;82.00;;0.00;;745.00;;0.00
маргарин столовый молочный;;0.30;;82.00;;1.00;;743.00;;0.00
маргарин экстра;;0.50;;82.00;;1.00;;744.00;;0.00
мармелад жевательный fruit-tella микс;;0.00;;0.00;;82.00;;354.00;;0.00
мармелад жевательный haribo berries;;1.00;;0.00;;84.00;;341.00;;0.00
мармелад жевательный haribo золотой мишка;;6.20;;0.00;;78.00;;343.00;;0.00
мармелад жевательный бон пари айс крим;;5.50;;0.00;;76.50;;332.00;;0.00
мармелад жевательный бон пари бегемотики;;4.30;;0.00;;74.50;;321.00;;0.00
мармелад жевательный бон пари веселые челюсти;;4.70;;0.00;;75.20;;325.00;;0.00
мармелад жевательный бон пари кислые червячки;;3.60;;0.00;;77.20;;330.00;;0.00
мармелад жевательный бон пари кола;;4.40;;0.00;;75.00;;322.00;;0.00
мармелад жевательный бон пари машинки;;4.80;;0.00;;75.90;;329.00;;0.00
мармелад жевательный бон пари медвежата;;4.80;;0.00;;75.70;;328.00;;0.00
мармелад жевательный бон пари морское царство;;4.70;;0.00;;73.80;;320.00;;0.00
мармелад жевательный фру-фру цветные акулы;;3.50;;0.00;;69.50;;294.00;;0.00
мармелад мармеландия лимонные дольки;;0.10;;0.00;;81.00;;326.00;;0.00
мармелад фруктово-ягодный;;0.40;;0.00;;76.60;;293.00;;0.00
мармелад фруктово-ягодный в шоколаде;;1.50;;9.20;;64.20;;349.00;;0.00
мармеладные дольки;;0.00;;0.00;;86.60;;318.00;;0.00
маслины;;2.20;;10.50;;5.10;;166.00;;0.00
маслины с косточкой / без косточки;;0.80;;10.70;;6.30;;115.00;;0.00
масло абрикосовое;;0.00;;99.90;;0.00;;899.00;;0.00
масло арахисовое;;0.00;;99.90;;0.00;;899.00;;0.00
масло виноградных косточек;;0.00;;99.90;;0.00;;899.00;;0.00
масло горчичное;;0.00;;99.80;;0.00;;898.00;;0.00
масло грецкого ореха;;0.00;;99.80;;0.00;;898.00;;0.00
масло какао;;0.00;;99.90;;0.00;;899.00;;0.00
масло кокосовое;;0.00;;99.90;;0.00;;899.00;;0.00
масло конопляное;;0.00;;99.90;;0.00;;899.00;;0.00
